"filename", "language", "JavaScript", "Vue", "JSON", "SCSS", "XML", "Markdown", "HTML", "CSS", "Log", "comment", "blank", "total"
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\img\member.01f2d317.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\img\move-white.38303095.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\img\move.336961a7.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\img\txtbox.82448c21.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\js\app.c4794839.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\js\chunk-vendors.07f81064.js", "JavaScript", 124, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 334
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\manifest.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\precache-manifest.7c251376d14978f03bedb2ab69be8aeb.js", "JavaScript", 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\public\service-worker.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 35
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\server.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 51
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\services\db.service.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 28
"c:\Users\Eden\Desktop\קורס WEB\trililo\backend\services\logger.service.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 33
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\.eslintrc.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\README.md", "Markdown", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 8, 35
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\babel.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\cypress.json", "JSON", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\jest.config.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\package-lock.json", "JSON", 0, 0, 16675, 0, 0, 0, 0, 0, 0, 0, 1, 16676
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\package.json", "JSON", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\public\img\icons\safari-pinned-tab.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 34, 0, 0, 2, 4, 40
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\app.vue", "Vue", 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 4, 61
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\backup.json", "JSON", 0, 0, 12639, 0, 0, 0, 0, 0, 0, 0, 0, 12639
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\1stPos.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\2ndPos.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\Logo.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\Muscle.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\activities.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\attach.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\card.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\checklist.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\clock-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\clock.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\clone.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\copy-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\copy.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\cover.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\desc.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\edit.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\eye.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\home.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\label-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\label.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo-title.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo-title1.1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo-title1.2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo1.1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo1.2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo2.1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo2.2@2x.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\logo2.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\member-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\member.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\move-white.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\move.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\notification.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\pen.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\template.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\textbox.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\txtbox.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\assets\svg\‏‏descsmall.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\activity-preview.cmp.vue", "Vue", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 3, 81
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\add-users.cmp.vue", "Vue", 0, 113, 0, 0, 0, 0, 0, 0, 0, 3, 5, 121
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\board-header.cmp.vue", "Vue", 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 6, 206
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\board-preview.cmp.vue", "Vue", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\group-menu.cmp.vue", "Vue", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 3, 65
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\group.cmp.vue", "Vue", 0, 319, 0, 0, 0, 0, 0, 0, 0, 1, 9, 329
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\menu\bg-picker.cmp.vue", "Vue", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 2, 85
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\menu\board-menu.cmp.vue", "Vue", 0, 141, 0, 0, 0, 0, 0, 0, 0, 1, 3, 145
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\board\menu\board-search.cmp.vue", "Vue", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 9, 117
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\add-checklist.cmp.vue", "Vue", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-activity.cmp.vue", "Vue", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 4, 143
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-attachments.cmp.vue", "Vue", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-checklist.cmp.vue", "Vue", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 2, 120
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-cover.cmp.vue", "Vue", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 2, 151
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-description.cmp.vue", "Vue", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-labels.cmp.vue", "Vue", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 2, 48
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\card-move.cmp.vue", "Vue", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 3, 97
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-details\pop-up.cmp.vue", "Vue", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-edit.cmp.vue", "Vue", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-menu-edit.cmp.vue", "Vue", 0, 496, 0, 0, 0, 0, 0, 0, 0, 8, 8, 512
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\card-preview.cmp.vue", "Vue", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 3, 199
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\item-preview.cmp.vue", "Vue", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\card\label-preview.cmp.vue", "Vue", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\add-members.cmp.vue", "Vue", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 2, 101
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\chart.cmp.vue", "Vue", 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 4, 31
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\check-box.cmp.vue", "Vue", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\custom-avatar.cmp.vue", "Vue", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 3, 70
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\date-picker.cmp.vue", "Vue", 0, 65, 0, 0, 0, 0, 0, 0, 0, 1, 1, 67
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\select-list.cmp.vue", "Vue", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\custom-elements\select-position.cmp.vue", "Vue", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\dashboard.cmp.vue", "Vue", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\facebook-login.cmp.vue", "Vue", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 2, 49
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\cmps\main-header.cmp.vue", "Vue", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 4, 229
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\main.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\registerServiceWorker.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\router\routes.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\activity.service.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\board.service.js", "JavaScript", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 148
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\http.service.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\img-upload.service.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\socket.service.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\user.service.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 61
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\services\util.service.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\store\modules\board.store.js", "JavaScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 156
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\store\modules\card.store.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\store\modules\user.store.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 76
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\store\store.js", "JavaScript", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\basics\_base.scss", "SCSS", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 12, 72
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\basics\_helpers.scss", "SCSS", 0, 0, 0, 133, 0, 0, 0, 0, 0, 17, 33, 183
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\basics\_layout.scss", "SCSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\basics\_scrollbar.scss", "SCSS", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 9, 44
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\basics\_swal.scss", "SCSS", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 16, 94
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_activity-preview.scss", "SCSS", 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 9, 64
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_board-header.scss", "SCSS", 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 259
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_board-menu.scss", "SCSS", 0, 0, 0, 220, 0, 0, 0, 0, 0, 1, 40, 261
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_board-preview.scss", "SCSS", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-checklist.scss", "SCSS", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 105
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-cover.scss", "SCSS", 0, 0, 0, 320, 0, 0, 0, 0, 0, 2, 72, 394
"c:\Users\Eden\Desktop\קורס WEB\trililo\frontend\src\styles\cmps\_card-description.scss", "SCSS", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 42
